0.00	0.500000	0.500000	0.000000
0.20	0.800000	0.829299	0.029299
0.40	1.152000	1.214088	0.062088
0.60	1.550400	1.648941	0.098541
0.80	1.988480	2.127230	0.138750
1.00	2.458176	2.640859	0.182683
1.20	2.949811	3.179942	0.230130
1.40	3.451773	3.732400	0.280627
1.60	3.950128	4.283484	0.333356
1.80	4.428154	4.815176	0.387023
2.00	4.865785	5.305472	0.439687
